name,final_closing_price,initial_invest,portfolio_value_hold,portfolio_value_monthly,portfolio_value_strategy,cash_hold,cash_monthly,cash_strategy,return_hold,return_monthly,return_strategy,max_invest
AAPL-history,182.01,4994.728,21113.16,27119.489999999998,21113.16,-8067.0884440798445,-11469.215671484953,-8067.0884440798445,261.19683706340277,313.3358679094246,261.19683706340277,-8067.0884440798445
NVDA-history,30.121,4998.592000000001,28343.860999999997,29337.854,28343.860999999997,-8073.329270356665,-8479.538693139122,-8073.329270356665,405.52483038510303,417.28381325903126,405.52483038510303,-8073.329270356665
META-history,338.54,4986.089999999999,9140.58,20312.4,20566.305,-8053.13703171464,-17436.300476494922,-14708.761842304995,21.809533487870453,57.68246308239683,117.47768607656512,-14708.761842304995
UBER-history,38.45,4971.400000000001,5152.3,6382.700000000001,88031.87578125001,-8033.234438046486,-9588.120213847518,-70752.49486696499,-57.950163697278136,-64.47721394069109,347.57575158476527,-70752.49486696499
SPOT-history,158.84,4903.48,5400.56,10642.28,18226.89,-7923.483204383545,-15982.872938124177,-24046.30688545764,-51.451687462445946,-108.91434120510692,-118.67932336743787,-24046.30688545764
MSFT-history,334.75,4921.95,19080.75,30127.5,19080.75,-7949.543191809198,-15092.2620998305,-7949.543191809198,226.15440644847675,305.47319457063765,226.15440644847675,-7949.543191809198
NKE-history,164.67,4951.44,12844.259999999998,18278.37,19266.39,-7997.173100428018,-12289.914840659598,-11733.442836565175,97.89246965674593,120.94370848360076,152.13649288762107,-11733.442836565175
AMD-history,150.24,4989.6,64903.68000000001,69861.6,64903.68000000001,-8058.806105273562,-10191.22109534117,-8058.806105273562,1139.2671535739628,1195.8950397759106,1139.2671535739628,-8058.806105273562
DUOL-history,307.32,4974.28,11370.84,19975.8,11370.84,-7388.322656586101,-12444.150177945274,-7388.322656586101,80.06218675695575,151.41185904401695,80.06218675695575,-7388.322656586101
SNAP-history,46.59,4991.06,15188.340000000002,16725.81,22782.510000000002,-8061.164181454737,-9164.06973112516,-9687.105541406023,142.79884069807343,151.50569756474258,262.37721964059693,-9687.105541406023
GOOG-history,145.075,4979.408,13346.9,18134.375,20020.35,-8042.34479538399,-11280.3382650616,-10963.083150315833,106.52983657125526,137.64762266796373,181.89445110109804,-10963.083150315833
LLY-history,271.73,4938.12,15760.34,24727.43,23640.510000000002,-7975.659693076298,-13987.994785679686,-11906.429891091442,157.64461590491325,217.4802397333462,237.6224172136068,-11906.429891091442
TSLA-history,399.927,4991.4,94382.77200000001,107580.36300000001,212361.23700000002,-8061.713322483239,-11977.79112194067,-14689.361937810361,1729.3957342131823,1915.345832392903,3960.249129746958,-14689.361937810361
DIS-history,156.76,4940.32,6897.44,12070.519999999999,10346.16,-7979.212958554778,-13623.447512389208,-10918.29611550449,-21.896819609960055,-31.43374340911539,-11.58095255984411,-10918.29611550449
RDDT-history,124.78,4968.0,13476.24,14224.92,13476.24,-5373.986895318551,-5814.500465129291,-5373.986895318551,163.08883060952996,169.29185859240556,163.08883060952996,-5373.986895318551
