name,final_closing_price,initial_invest,portfolio_value_hold,portfolio_value_monthly,portfolio_value_strategy,cash_hold,cash_monthly,cash_strategy,return_hold,return_monthly,return_strategy,max_invest
AAPL-history,225.0,4953.539,11925.0,20250.0,18781.875,-8362.748303046501,-16012.93742113349,-11425.09432742048,71.91326639304746,85.53606984554901,148.51565057990902,-15968.555140960136
NVDA-history,141.98,4998.212,72125.84,77379.09999999999,125242.01329499998,-8438.166918897092,-10245.579039171347,10785.474842152222,1274.209118802942,1343.1507299175912,2721.5229793604626,-38634.71822299894
INTC-history,24.35,4941.82,2021.0500000000002,2922.0,89942.77581448975,-8342.963852502446,-10449.011355464134,-122224.93558723658,-127.92683368682887,-152.31253577556717,-653.2443466728216,-189248.70195085133
META-history,554.08,4805.6,11081.6,31582.56,20204.631090000003,-8112.992195099329,-22750.243803283756,306.0665001570057,61.7739263546835,183.79216324114043,426.8082568286376,-32227.379230901803
UBER-history,73.25,4975.56,11207.25,13917.5,22528.1803025918,-8399.924972167555,-10670.031198819335,32176.56878321181,56.42229272348127,65.2684080019267,1099.4691871026298,-78599.08732073748
NFLX-history,823.96,4938.1,8239.6,38726.12,13626.238500000001,-8336.68361050026,-31520.160703868332,-11841.965390724416,-1.9660114315275097,145.92574666636298,36.13278607714679,-17083.11120751235
SPOT-history,458.32,4944.94,8708.08,25665.92,16670.9429231625,-8348.231152246224,-18967.144831889214,-3054.68363169505,7.277112518125111,135.46726892764693,275.35742175774527,-29835.27996575483
MSFT-history,415.0,4846.099999999999,9545.0,24900.0,16574.2959375,-8181.36579754265,-22702.5554149301,-7559.762057967977,28.138796196061776,45.34459844142509,186.01625801225777,-30581.560949610448
NKE-history,76.66,4997.5,3833.0,6669.42,43660.265625,-8436.96489408378,-14287.492408385971,-72113.82979982995,-92.12536056195657,-152.43766700122003,-569.3559614773378,-72113.82979982995
AMD-history,134.9,4966.2,12545.7,17537.0,19759.4775,-8384.123072936236,-13626.51101534791,-11498.78531235641,83.7980131098982,78.7420761276648,166.33829059730965,-16606.002883631234
DUOL-history,307.32,4974.28,11370.84,19975.8,11370.84,-7388.322656586101,-12444.150177945274,-7388.322656586101,80.06218675695575,151.41185904401695,80.06218675695575,-7388.322656586101
SNAP-history,10.6,4988.46,2257.7999999999997,2650.0,27003.64078125,-8421.703230723606,-9854.099159980204,-54459.83650153973,-123.56324859222299,-144.4152936974578,-550.3942242754223,-63895.45998782611
GOOG-history,173.89,4935.8099999999995,11476.74,17910.67,19928.641713749996,-8332.817547547282,-14270.070203754567,-12100.063319553225,63.69618061580001,73.75891284805192,158.60777449287497,-37698.99677203174
MHVYF-history,15.3,4998.6720000000005,31946.4,32512.5,50315.58,-8438.943507961863,-8667.896915964146,-10611.427304733548,470.274034624359,477.0187578628054,794.2940183966152,-12486.895209700451
LLY-history,746.2,4839.8099999999995,21639.800000000003,49249.200000000004,21639.800000000003,-8170.746786200193,-26860.637211966412,-8170.746786200193,278.29714831366954,462.591770917321,278.29714831366954,-8170.746786200193
TSLA-history,320.72,4937.705999999999,17318.88,29185.520000000004,27277.236,-8336.018445083895,-19447.517060802536,-12069.20112908029,181.92378312755167,197.21714778477028,307.99798268507107,-22044.668767839416
DIS-history,115.08,4920.490000000001,4948.44,9206.4,93214.98206015627,-8306.953755215658,-14534.654761251364,-90898.50227926124,-68.25567687802754,-108.28707631254943,47.07823369003949,-177794.48741032177
RDDT-history,124.78,4968.0,13476.24,14224.92,13476.24,-5373.986895318551,-5814.500465129291,-5373.986895318551,163.08883060952996,169.29185859240556,163.08883060952996,-5373.986895318551
SBUX-history,98.42,4979.04,6495.72,10137.26,25378.676544374997,-8405.800037266403,-13133.164399349052,-22404.579306849773,-38.362415993171425,-60.170321976707406,59.732342731233814,-32095.963613407937
ABNB-history,132.5,4873.75,4637.5,9142.5,10956.09375,-7800.812299219948,-14030.627597615188,-13933.734246303127,-64.90509975316641,-100.2950007204963,-61.095470557643026,-13933.734246303127
